model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,marka,tax(£),fuel type,engine size,mileage2,fuel type2,engine size2,reference
 Tiguan,2018.0,22741,Semi-Auto,17281,Diesel,150.0,57.6,2.0,vw,,,,,,,
 I30,2018.0,9498,Manual,11852,Petrol,,57.7,1.0,hyundi,145.0,,,,,,
 A5,2019.0,31425,Automatic,2500,Petrol,145.0,37.7,2.0,audi,,,,,,,
 Focus,2018.0," £14,000",Manual,"8,724",,,,,unclean focus,,,£145,74.3,Diesel,1.5,/ad/25147075
 Q3,2018.0,20990,Manual,21909,Diesel,150.0,57.7,2.0,audi,,,,,,,
 Kuga,2019.0,18999,Manual,6888,Diesel,145.0,38.2,2.0,ford,,,,,,,
 Passat,2017.0,14199,Automatic,20468,Diesel,30.0,62.8,2.0,vw,,,,,,,
 Fiesta,2018.0,10799,Manual,16400,Petrol,145.0,65.7,1.0,ford,,,,,,,
 Mokka,2016.0,8499,Manual,22635,Petrol,160.0,44.8,1.4,vauxhall,,,,,,,
 Corsa,2018.0,7798,Manual,10254,Petrol,145.0,55.4,1.4,vauxhall,,,,,,,
 4 Series,2020.0,28990,Semi-Auto,100,Diesel,145.0,52.3,3.0,bmw,,,,,,,
 Up,2014.0,4991,Manual,42642,Petrol,20.0,62.8,1.0,vw,,,,,,,
 Fiesta,2016.0,6250,Manual,39949,Petrol,125.0,54.3,1.2,ford,,,,,,,
 Focus,2017.0,9000,Manual,54900,Diesel,0.0,74.3,1.5,ford,,,,,,,
 1 Series,2017.0,15490,Manual,32811,Diesel,150.0,65.7,2.0,bmw,,,,,,,
 B-MAX,2014.0,6991,Manual,44000,Petrol,30.0,55.4,1.0,ford,,,,,,,
 T-Roc,2018.0,17499,Manual,6955,Petrol,145.0,55.4,1.0,vw,,,,,,,
 S3,2018.0,27995,Automatic,24500,Petrol,150.0,43.5,2.0,audi,,,,,,,
 A Class,2015.0,12299,Manual,43610,Diesel,20.0,72.4,1.5,merc,,,,,,,
 E Class,2019.0,43995,Automatic,3500,Diesel,145.0,41.5,3.0,merc,,,,,,,
 Fabia,2019.0,9890,Manual,3443,Petrol,150.0,57.7,1.0,skoda,,,,,,,
 E Class,2017.0,20749,Semi-Auto,30123,Diesel,145.0,61.4,2.0,merc,,,,,,,
 Fabia,2015.0,7500,Automatic,66397,Petrol,20.0,60.1,1.2,skoda,,,,,,,
 3 Series,2019.0,27195,Semi-Auto,4036,Diesel,145.0,52.3,2.0,bmw,,,,,,,
 A1,2015.0,11000,Manual,29119,Petrol,30.0,56.5,1.4,audi,,,,,,,
 A4,2017.0,19700,Semi-Auto,24256,Petrol,145.0,50.4,2.0,audi,,,,,,,
 Focus,2018.0," £11,899",Manual,"4,657",,,,,unclean focus,,,£145,60.1,Petrol,1,/ad/25260254
 Corsa,2017.0,7500,Manual,40319,Petrol,150.0,54.3,1.4,vauxhall,,,,,,,
 Fiesta,2019.0,11500,Manual,20450,Diesel,150.0,58.9,1.5,ford,,,,,,,
 C Class,2017.0,17500,Automatic,34476,Diesel,30.0,64.2,1.6,merc,,,,,,,
 Kuga,2019.0,19495,Manual,18601,Petrol,145.0,35.3,1.5,ford,,,,,,,
 Focus,2017.0,14000,Automatic,9137,Petrol,,,1.0,focus,,,,,,,
 Focus,2017.0,9699,Manual,47843,Petrol,,,1.0,focus,,,,,,,
 Kuga,2016.0,10698,Manual,56888,Diesel,125.0,60.1,2.0,ford,,,,,,,
 Caddy Maxi Life,2019.0,18490,Semi-Auto,13857,Diesel,145.0,54.3,2.0,vw,,,,,,,
 Tiguan Allspace,2019.0,23999,Semi-Auto,16654,Diesel,145.0,39.2,2.0,vw,,,,,,,
 C Class,2009.0,5295,Automatic,112000,Diesel,,,2.1,cclass,,,,,,,
 Kuga,2017.0,14440,Semi-Auto,57481,Diesel,145.0,54.3,2.0,ford,,,,,,,
 GLA Class,2015.0,15837,Semi-Auto,31091,Diesel,125.0,55.4,2.1,merc,,,,,,,
 Golf,2019.0,17495,Manual,4528,Petrol,145.0,47.1,1.5,vw,,,,,,,
 Citigo,2016.0,6250,Manual,13760,Petrol,20.0,62.8,1.0,skoda,,,,,,,
 Corsa,2016.0,7888,Manual,17160,Petrol,30.0,55.4,1.4,vauxhall,,,,,,,
 Aygo,2017.0,8378,Automatic,14041,Other,145.0,67.0,1.0,toyota,,,,,,,
 Mondeo,2016.0,9970,Manual,54719,Diesel,0.0,78.5,1.5,ford,,,,,,,
 Insignia,2011.0,4990,Automatic,121000,Diesel,200.0,45.6,2.0,vauxhall,,,,,,,
 Corsa,2019.0,10299,Manual,10,Petrol,150.0,43.5,1.4,vauxhall,,,,,,,
 Focus,2020.0,18999,Manual,1900,Petrol,,,1.0,focus,,,,,,,
 C Class,2019.0,31999,Semi-Auto,1000,Diesel,145.0,61.4,2.0,merc,,,,,,,
 Yaris,2019.0,11495,Manual,11206,Petrol,145.0,47.9,1.5,toyota,,,,,,,
 X5,2016.0,31581,Automatic,7658,Diesel,205.0,47.1,3.0,bmw,,,,,,,
 Corsa,2015.0,7730,Manual,20709,Petrol,30.0,57.6,1.0,vauxhall,,,,,,,
 Fabia,2016.0,7900,Manual,28893,Petrol,20.0,58.8,1.2,skoda,,,,,,,
 C Class,2019.0,28995,Automatic,4505,Diesel,,,2.0,cclass,,,,,,,
 Focus,2017.0,11499,Manual,17918,Petrol,145.0,60.1,1.0,ford,,,,,,,
 Mokka,2015.0,9295,Manual,41382,Diesel,125.0,60.1,1.6,vauxhall,,,,,,,
 Fiesta,2016.0,10990,Semi-Auto,13942,Petrol,150.0,47.9,1.6,ford,,,,,,,
 C Class,2019.0,31999,Automatic,4999,Diesel,145.0,64.2,2.0,merc,,,,,,,
 Focus,2019.0," £18,400",Manual,"8,230",,,,,unclean focus,,,£145,74.3,Diesel,1499,/ad/25407616
 E Class,2014.0,14490,Automatic,29000,Diesel,160.0,49.6,3.0,merc,,,,,,,
 Focus,2019.0," £22,000",Automatic,,,,,,unclean focus,,Diesel,2,"4,855",,,/ad/25086547
 Aygo,2017.0,6995,Manual,10529,Petrol,145.0,69.0,1.0,toyota,,,,,,,
 Auris,2018.0,15990,Automatic,12300,Hybrid,135.0,80.7,1.8,toyota,,,,,,,
 Crossland X,2017.0,10755,Manual,12858,Petrol,145.0,57.7,1.2,vauxhall,,,,,,,
 Touran,2018.0,20495,Manual,16451,Diesel,150.0,62.8,2.0,vw,,,,,,,
 Arteon,2020.0,32990,Semi-Auto,5000,Diesel,145.0,50.4,2.0,vw,,,,,,,
 Fiesta,2018.0,9600,Manual,22167,Petrol,150.0,65.7,1.0,ford,,,,,,,
 C Class,2014.0," £8,999",Automatic,"85,699",,,,,unclean cclass,,32,£30,64.2,Diesel,2.1,/ad/24940668
 KA,2014.0,5000,Manual,22888,Petrol,30.0,57.7,1.2,ford,,,,,,,
 Kuga,2015.0,13675,Manual,39136,Diesel,145.0,54.3,2.0,ford,,,,,,,
 Crossland X,2019.0,12150,Manual,14121,Petrol,145.0,44.8,1.2,vauxhall,,,,,,,
 Tucson,2019.0,15498,Manual,17338,Petrol,,34.9,1.6,hyundi,145.0,,,,,,
 Tucson,2019.0,20495,Manual,1498,Hybrid,,51.4,1.6,hyundi,145.0,,,,,,
 Focus,2017.0," £12,295",Manual,"14,750",,,,,unclean focus,,,£145,60.1,Petrol,1,/ad/25293724
 Fabia,2017.0,8495,Manual,19400,Petrol,20.0,60.1,1.2,skoda,,,,,,,
 5 Series,2016.0,15990,Semi-Auto,21698,Diesel,30.0,62.8,2.0,bmw,,,,,,,
 Q3,2016.0,17995,Manual,17800,Diesel,30.0,60.1,2.0,audi,,,,,,,
 Q2,2017.0,21995,Manual,10962,Petrol,145.0,50.4,1.4,audi,,,,,,,
 Touran,2016.0,16017,Semi-Auto,16575,Diesel,30.0,65.7,1.6,vw,,,,,,,
 Insignia,2018.0,12165,Manual,51921,Diesel,145.0,53.3,2.0,vauxhall,,,,,,,
 C Class,2016.0," £17,999",Automatic,"43,003",,,,,unclean cclass,,38,£0,74.3,Hybrid,2.1,/ad/25000108
 Focus,2014.0,5895,Manual,59306,Petrol,,,1.0,focus,,,,,,,
 A Class,2018.0,14300,Automatic,16347,Diesel,150.0,74.3,1.5,merc,,,,,,,
 Insignia,2018.0,13799,Manual,6474,Petrol,145.0,47.1,1.5,vauxhall,,,,,,,
 Corsa,2016.0,5998,Manual,17682,Petrol,30.0,55.4,1.4,vauxhall,,,,,,,
 Fiesta,2016.0,9840,Manual,21838,Diesel,0.0,78.5,1.5,ford,,,,,,,
 Tucson,2016.0,12995,Manual,25329,Diesel,,61.7,1.7,hyundi,30.0,,,,,,
 Fiesta,2013.0,6913,Manual,41148,Petrol,0.0,65.7,1.0,ford,,,,,,,
 A4,2015.0,15490,Manual,36786,Diesel,125.0,58.9,2.0,audi,,,,,,,
 Fiesta,2014.0,6698,Manual,38192,Petrol,0.0,65.7,1.0,ford,,,,,,,
 Q5,2020.0,37000,Automatic,3121,Petrol,145.0,32.1,2.0,audi,,,,,,,
 E Class,2018.0,31980,Semi-Auto,13475,Diesel,145.0,70.6,2.0,merc,,,,,,,
 Focus,2016.0," £10,500",Manual,"23,499",,,,,unclean focus,,14,£20,60.1,Petrol,1,/ad/25447035
 Passat,2015.0,8070,Manual,59591,Diesel,20.0,68.9,2.0,vw,,,,,,,
 CLS Class,2018.0,34390,Automatic,16568,Diesel,145.0,48.7,2.9,merc,,,,,,,
 Focus,2019.0,15660,Manual,8387,Diesel,,,1.5,focus,,,,,,,
 Corsa,2016.0,5991,Manual,33258,Petrol,30.0,55.4,1.4,vauxhall,,,,,,,
 Corsa,2019.0,7950,Manual,8261,Petrol,145.0,43.5,1.4,vauxhall,,,,,,,
 Corsa,2016.0,7498,Manual,16191,Petrol,30.0,55.4,1.4,vauxhall,,,,,,,
 TT,2019.0,30878,Automatic,6000,Petrol,145.0,40.9,2.0,audi,,,,,,,
 Mondeo,2015.0,9899,Automatic,54349,Diesel,125.0,58.9,2.0,ford,,,,,,,
 Fiesta,2014.0,10799,Manual,21155,Petrol,150.0,47.9,1.6,ford,,,,,,,
 Fabia,2016.0,9995,Manual,27000,Petrol,20.0,58.9,1.2,skoda,,,,,,,
 C Class,2018.0,18700,Semi-Auto,26765,Diesel,145.0,60.1,2.1,merc,,,,,,,
 Golf,2019.0,17134,Semi-Auto,13712,Petrol,145.0,45.6,1.0,vw,,,,,,,
 A3,2019.0,18696,Manual,4567,Petrol,145.0,44.8,1.5,audi,,,,,,,
 Kuga,2018.0,16995,Manual,7060,Diesel,145.0,64.2,1.5,ford,,,,,,,
 Focus,2018.0," £20,499",Manual,"18,482",,,,,unclean focus,,,£145,41.5,Petrol,2,/ad/25441388
 5 Series,2014.0,11990,Automatic,85000,Diesel,125.0,57.6,2.0,bmw,,,,,,,
 Passat,2018.0,15900,Manual,29645,Diesel,150.0,67.3,2.0,vw,,,,,,,
 A Class,2016.0,14722,Manual,36416,Diesel,20.0,68.9,1.5,merc,,,,,,,
 Galaxy,2016.0,17000,Manual,30416,Diesel,125.0,56.5,2.0,ford,,,,,,,
 Mokka X,2017.0,10495,Manual,28089,Diesel,30.0,65.7,1.6,vauxhall,,,,,,,
 X4,2019.0,38750,Automatic,9793,Diesel,145.0,42.8,2.0,bmw,,,,,,,
 Fiesta,2017.0,12149,Automatic,5889,Petrol,0.0,57.7,1.0,ford,,,,,,,
 E Class,2019.0,24995,Semi-Auto,5352,Diesel,145.0,67.3,2.0,merc,,,,,,,
 Corsa,2013.0,4950,Manual,51063,Petrol,125.0,51.4,1.2,vauxhall,,,,,,,
 3 Series,2015.0,14490,Semi-Auto,55024,Diesel,30.0,62.8,2.0,bmw,,,,,,,
 B-MAX,2014.0,6791,Semi-Auto,19612,Petrol,160.0,44.1,1.6,ford,,,,,,,
 EcoSport,2016.0,10505,Semi-Auto,23839,Petrol,160.0,44.8,1.5,ford,,,,,,,
 Focus,2017.0," £13,000",Manual,,,,,,unclean focus,,Petrol,1,"12,456",,,/ad/25450053
 Polo,2019.0,11690,Manual,6420,Petrol,145.0,48.7,1.0,vw,,,,,,,
 Tiguan,2017.0,19802,Manual,12004,Petrol,145.0,48.7,1.4,vw,,,,,,,
 Fiesta,2016.0,8195,Automatic,35230,Petrol,150.0,47.9,1.6,ford,,,,,,,
 Polo,2017.0,13990,Semi-Auto,12246,Petrol,145.0,60.1,1.2,vw,,,,,,,
 Insignia,2015.0,7991,Automatic,37174,Diesel,150.0,50.4,2.0,vauxhall,,,,,,,
 Auris,2017.0,14480,Automatic,20317,Hybrid,0.0,78.5,1.8,toyota,,,,,,,
 Golf,2019.0,19086,Semi-Auto,2303,Diesel,145.0,52.3,1.6,vw,,,,,,,
 Aygo,2017.0,8495,Manual,19000,Petrol,145.0,68.9,1.0,toyota,,,,,,,
 4 Series,2016.0,13999,Manual,45253,Diesel,30.0,67.3,2.0,bmw,,,,,,,
 3 Series,2013.0,10200,Automatic,74561,Diesel,30.0,62.8,2.0,bmw,,,,,,,
 Kuga,2017.0,16399,Manual,39967,Diesel,145.0,54.3,2.0,ford,,,,,,,
 EcoSport,2018.0,14499,Manual,12103,Petrol,150.0,54.3,1.0,ford,,,,,,,
 Fabia,2019.0,10490,Manual,15757,Petrol,145.0,61.4,1.0,skoda,,,,,,,
 1 Series,2019.0,16695,Semi-Auto,5100,Diesel,145.0,72.4,1.5,bmw,,,,,,,
 Insignia,2016.0,9995,Manual,23922,Petrol,125.0,50.4,1.4,vauxhall,,,,,,,
 Polo,2019.0,15790,Semi-Auto,4000,Petrol,150.0,45.6,1.0,vw,,,,,,,
 Corsa,2019.0,8295,Manual,11180,Petrol,145.0,43.5,1.4,vauxhall,,,,,,,
 A3,2019.0,22850,Manual,5797,Diesel,145.0,52.3,1.6,audi,,,,,,,
 Yaris,2015.0,6990,Manual,43477,Petrol,30.0,58.0,1.3,toyota,,,,,,,
 3 Series,2019.0,26498,Semi-Auto,13579,Diesel,145.0,48.7,2.0,bmw,,,,,,,
 C Class,2019.0," £25,590",Automatic,"2,326",,,,,unclean cclass,,,£145,46.3,Petrol,1.5,/ad/25152211
 Golf,2019.0,17298,Manual,5376,Petrol,145.0,47.1,1.5,vw,,,,,,,
 Touareg,2007.0,6000,Automatic,105000,Diesel,570.0,26.9,3.0,vw,,,,,,,
 Focus,2019.0,16995,Manual,10584,Diesel,145.0,80.7,1.5,ford,,,,,,,
 A3,2019.0,23500,Semi-Auto,10897,Petrol,150.0,42.2,1.5,audi,,,,,,,
 GLC Class,2019.0,32500,Semi-Auto,2677,Diesel,145.0,44.8,2.0,merc,,,,,,,
 Aygo,2017.0,7690,Manual,22678,Petrol,0.0,69.0,1.0,toyota,,,,,,,
 Kuga,2017.0,10990,Manual,32974,Diesel,150.0,64.2,1.5,ford,,,,,,,
 Fiesta,2017.0,9210,Manual,18256,Petrol,145.0,65.7,1.0,ford,,,,,,,
 Auris,2017.0,18450,Automatic,10526,Hybrid,135.0,70.6,1.8,toyota,,,,,,,
 Zafira,2017.0,13000,Automatic,7114,Petrol,200.0,40.9,1.4,vauxhall,,,,,,,
 Fabia,2019.0,10995,Manual,2323,Petrol,145.0,57.7,1.0,skoda,,,,,,,
 Polo,2020.0,15500,Manual,1500,Petrol,145.0,52.3,1.0,vw,,,,,,,
 Q5,2018.0,27442,Semi-Auto,24000,Diesel,145.0,56.5,2.0,audi,,,,,,,
 Golf,2015.0,11295,Semi-Auto,43426,Petrol,30.0,53.3,1.4,vw,,,,,,,
 C Class,2019.0," £28,995",Semi-Auto,"5,196",,,,,unclean cclass,,,£145,57.7,Diesel,2,/ad/25351347
 EcoSport,2019.0,17400,Automatic,1872,Petrol,145.0,44.1,1.0,ford,,,,,,,
 B Class,2019.0,22699,Automatic,9000,Petrol,145.0,45.6,1.3,merc,,,,,,,
 A6,2014.0,11500,Manual,75550,Diesel,30.0,62.8,2.0,audi,,,,,,,
 E Class,2019.0,34400,Automatic,10434,Diesel,150.0,48.7,2.9,merc,,,,,,,
 3 Series,2019.0,29999,Automatic,12143,Diesel,145.0,52.3,2.0,bmw,,,,,,,
 X2,2019.0,33800,Semi-Auto,4291,Petrol,145.0,34.0,2.0,bmw,,,,,,,
 Yaris,2017.0,14500,Automatic,25575,Hybrid,0.0,78.0,1.5,toyota,,,,,,,
 Yaris,2017.0,11700,Automatic,13728,Petrol,30.0,55.0,1.3,toyota,,,,,,,
 5 Series,2017.0,29995,Semi-Auto,36107,Diesel,145.0,51.4,3.0,bmw,,,,,,,
 2 Series,2019.0,24012,Semi-Auto,5000,Diesel,145.0,49.6,2.0,bmw,,,,,,,
 Fiesta,2017.0,9999,Manual,32990,Petrol,145.0,65.7,1.0,ford,,,,,,,
 C Class,2016.0," £20,895",Semi-Auto,"35,999",,,,,unclean cclass,,38,£125,60.1,Diesel,2.1,/ad/25275892
 Aygo,2020.0,9995,Manual,649,Petrol,145.0,56.5,1.0,toyota,,,,,,,
 Sharan,2017.0,16391,Semi-Auto,47445,Diesel,150.0,54.3,2.0,vw,,,,,,,
 Kuga,2019.0,18489,Manual,10351,Diesel,145.0,54.3,1.5,ford,,,,,,,
 i8,2019.0,72000,Automatic,176,Hybrid,135.0,141.2,1.5,bmw,,,,,,,
 C Class,2018.0,27980,Automatic,2075,Petrol,145.0,44.1,1.5,merc,,,,,,,
 Focus,2017.0,10995,Semi-Auto,27328,Petrol,,,1.0,focus,,,,,,,
 Adam,2014.0,6000,Manual,50980,Petrol,125.0,51.4,1.4,vauxhall,,,,,,,
 Fiesta,2018.0,11200,Manual,18060,Petrol,145.0,56.5,1.0,ford,,,,,,,
 Corsa,2020.0,13998,Manual,10,Petrol,150.0,52.3,1.2,vauxhall,,,,,,,
 Focus,2019.0,16995,Manual,4777,Petrol,,,1.0,focus,,,,,,,
 C Class,2010.0," £4,294",Manual,"137,291",,,,,unclean cclass,,34,£140,54.3,Diesel,2.143,/ad/21284681
 Corsa,2015.0,8955,Manual,26967,Petrol,30.0,55.4,1.4,vauxhall,,,,,,,
 Polo,2018.0,11950,Manual,27000,Petrol,150.0,58.9,1.0,vw,,,,,,,
 Auris,2017.0,16095,Automatic,31316,Hybrid,0.0,78.5,1.8,toyota,,,,,,,
 SLK,2013.0,11991,Semi-Auto,37411,Diesel,150.0,56.5,2.0,merc,,,,,,,
 T-Roc,2019.0,20990,Manual,111,Diesel,145.0,50.4,2.0,vw,,,,,,,
 E Class,2016.0,19798,Semi-Auto,12863,Diesel,160.0,52.3,3.0,merc,,,,,,,
 CL Class,2020.0,26850,Automatic,3956,Petrol,145.0,44.8,1.3,merc,,,,,,,
 Fiesta,2016.0,6950,Manual,29699,Petrol,125.0,54.3,1.2,ford,,,,,,,
 Karoq,2018.0,19990,Automatic,18635,Petrol,150.0,50.4,1.5,skoda,,,,,,,
 Corsa,2017.0,8495,Manual,17701,Petrol,145.0,54.3,1.4,vauxhall,,,,,,,
 Zafira,2016.0,11298,Automatic,19580,Petrol,200.0,40.9,1.4,vauxhall,,,,,,,
 Kuga,2015.0,12960,Manual,41392,Petrol,160.0,45.6,1.5,ford,,,,,,,
 3 Series,2016.0,18790,Automatic,31000,Diesel,200.0,49.6,3.0,bmw,,,,,,,
 Corsa,2019.0,8700,Manual,8193,Petrol,145.0,43.5,1.4,vauxhall,,,,,,,
 Kuga,2018.0,13499,Semi-Auto,36175,Diesel,145.0,58.9,1.5,ford,,,,,,,
 Golf,2019.0,15480,Manual,10933,Petrol,145.0,49.6,1.0,vw,,,,,,,
 EcoSport,2018.0,12500,Manual,10000,Petrol,150.0,53.3,1.0,ford,,,,,,,
 Golf,2020.0,21498,Semi-Auto,50,Diesel,150.0,53.3,2.0,vw,,,,,,,
 Auris,2016.0,17195,Automatic,13147,Hybrid,0.0,70.6,1.8,toyota,,,,,,,
 Tiguan,2018.0,24998,Manual,13251,Diesel,145.0,47.9,2.0,vw,,,,,,,
 Ka+,2017.0,8400,Manual,11256,Petrol,30.0,57.7,1.2,ford,,,,,,,
 Mondeo,2013.0,6790,Manual,67000,Diesel,30.0,61.4,2.0,ford,,,,,,,
 C Class,2016.0," £21,000",Automatic,"21,547",,,,,unclean cclass,,38,£125,60.1,Diesel,2.143,/ad/25451432
 Arteon,2019.0,27399,Automatic,2536,Diesel,145.0,50.4,2.0,vw,,,,,,,
 A4,2014.0,8795,Manual,104290,Diesel,125.0,60.1,2.0,audi,,,,,,,
 E Class,2018.0,23399,Semi-Auto,9729,Diesel,145.0,65.7,2.0,merc,,,,,,,
 A3,2017.0,18490,Manual,19948,Petrol,150.0,54.3,1.5,audi,,,,,,,
 Arteon,2019.0,25225,Automatic,2411,Diesel,145.0,44.1,2.0,vw,,,,,,,
 Corolla,2019.0,21790,Automatic,10120,Hybrid,140.0,78.5,1.8,toyota,,,,,,,
 Focus,2018.0,16700,Manual,7732,Petrol,,,1.0,focus,,,,,,,
 C Class,2019.0," £32,998",Semi-Auto,17,,,,,unclean cclass,,,£145,46.3,Petrol,1.5,/ad/25275542
 Focus,2019.0," £16,840",Manual,,,,,,unclean focus,,Petrol,1,"7,358",,,/ad/25444783
 2 Series,2016.0,11499,Manual,37537,Petrol,125.0,52.3,1.5,bmw,,,,,,,
 Mokka X,2019.0,14370,Automatic,9337,Petrol,145.0,37.2,1.4,vauxhall,,,,,,,
 Aygo,2018.0,8202,Manual,10987,Petrol,145.0,69.0,1.0,toyota,,,,,,,
 Kuga,2017.0,12170,Manual,27646,Diesel,30.0,64.2,1.5,ford,,,,,,,
 GLC Class,2017.0,30991,Semi-Auto,25509,Diesel,145.0,56.5,2.1,merc,,,,,,,
 Aygo,2017.0,7989,Manual,18572,Petrol,145.0,68.9,1.0,toyota,,,,,,,
 A1,2017.0,12260,Manual,13840,Petrol,145.0,67.3,1.0,audi,,,,,,,
 B Class,2013.0,9500,Semi-Auto,40340,Petrol,150.0,47.9,1.6,merc,,,,,,,
 C Class,2016.0,14000,Automatic,45000,Diesel,,,2.1,cclass,,,,,,,
 S Class,2018.0,38980,Automatic,11917,Diesel,145.0,52.3,3.0,merc,,,,,,,
 Scirocco,2016.0,12990,Manual,16000,Petrol,145.0,47.1,2.0,vw,,,,,,,
 Focus,2015.0," £6,980",Manual,"61,689",,,,,unclean focus,,,£0,74.3,Diesel,1.5,/ad/25484843
 X1,2016.0,16700,Automatic,44478,Diesel,125.0,60.1,2.0,bmw,,,,,,,
 Tucson,2015.0,10998,Manual,47284,Diesel,,61.7,1.7,hyundi,30.0,,,,,,
 Focus,2013.0,5000,Manual,102500,Diesel,,,1.6,focus,,,,,,,
 I20,2016.0,8298,Manual,13643,Petrol,,62.8,1.0,hyundi,20.0,,,,,,
 Fiesta,2018.0,17295,Automatic,431,Petrol,145.0,48.7,1.0,ford,,,,,,,
 A Class,2019.0,26980,Semi-Auto,16,Petrol,145.0,28.5,2.0,merc,,,,,,,
 Q5,2019.0,32956,Automatic,5456,Diesel,145.0,38.2,2.0,audi,,,,,,,
 Kuga,2017.0,16500,Manual,23000,Diesel,125.0,60.1,2.0,ford,,,,,,,
 A6,2017.0,16400,Semi-Auto,42118,Diesel,145.0,67.3,2.0,audi,,,,,,,
 Yeti,2016.0,14499,Semi-Auto,35843,Diesel,160.0,51.4,2.0,skoda,,,,,,,
 A3,2016.0,10600,Manual,37840,Diesel,20.0,70.6,1.6,audi,,,,,,,
 Fabia,2017.0,9650,Manual,5135,Petrol,150.0,58.8,1.2,skoda,,,,,,,
 Golf,2017.0,14000,Manual,18000,Petrol,145.0,54.3,1.4,vw,,,,,,,
 Octavia,2018.0,12499,Manual,7348,Diesel,145.0,67.3,1.6,skoda,,,,,,,
 Octavia,2019.0,16750,Automatic,4915,Petrol,145.0,55.4,1.5,skoda,,,,,,,
 GLA Class,2019.0,26400,Semi-Auto,4000,Petrol,145.0,35.8,1.6,merc,,,,,,,
 3 Series,2014.0,15690,Automatic,44900,Diesel,125.0,58.9,2.0,bmw,,,,,,,
 Focus,2018.0,14295,Manual,5482,Petrol,,,1.0,focus,,,,,,,
 Focus,2019.0,14200,Manual,4393,Diesel,145.0,80.7,1.5,ford,,,,,,,
 Fiesta,2019.0,13000,Manual,2554,Petrol,145.0,56.5,1.0,ford,,,,,,,
 T-Cross,2020.0,21995,Manual,2000,Petrol,150.0,47.9,1.0,vw,,,,,,,
 Focus,2017.0,12798,Manual,18632,Diesel,,,1.5,focus,,,,,,,
 C Class,2019.0," £28,180",Automatic,"5,477",,,,,unclean cclass,,,£145,58.9,Diesel,2.1,/ad/25278741
 Golf,2016.0,12302,Manual,23090,Petrol,30.0,53.3,1.4,vw,,,,,,,
 Focus,2018.0,11890,Manual,19097,Petrol,145.0,60.1,1.0,ford,,,,,,,
 Kodiaq,2020.0,31000,Automatic,7034,Diesel,150.0,39.2,2.0,skoda,,,,,,,
 Up,2019.0,10950,Manual,3618,Petrol,145.0,52.3,1.0,vw,,,,,,,
 X2,2020.0,26850,Semi-Auto,105,Diesel,145.0,50.4,2.0,bmw,,,,,,,
 Yeti,2016.0,11497,Automatic,29462,Petrol,125.0,51.4,1.2,skoda,,,,,,,
 Yaris,2017.0,12995,Automatic,19453,Hybrid,0.0,78.0,1.5,toyota,,,,,,,
 Polo,2011.0,5299,Manual,76000,Petrol,125.0,51.4,1.2,vw,,,,,,,
 Corsa,2013.0,4660,Manual,39968,Petrol,125.0,51.4,1.2,vauxhall,,,,,,,
 Tucson,2018.0,13995,Manual,25295,Petrol,,44.8,1.6,hyundi,145.0,,,,,,
 I30,2018.0,10950,Manual,38687,Petrol,,52.3,1.4,hyundi,145.0,,,,,,
 Superb,2019.0,26995,Semi-Auto,7016,Diesel,145.0,42.8,2.0,skoda,,,,,,,
 Scirocco,2008.0,5000,Manual,82156,Petrol,260.0,37.2,2.0,vw,,,,,,,
 1 Series,2014.0,8310,Manual,80664,Diesel,30.0,64.2,2.0,bmw,,,,,,,
 5 Series,2014.0,12298,Semi-Auto,52598,Diesel,30.0,62.8,2.0,bmw,,,,,,,
 C-HR,2018.0,22995,Automatic,21626,Hybrid,135.0,74.3,1.8,toyota,,,,,,,
 I20,2019.0,10395,Manual,14600,Petrol,,46.3,1.2,hyundi,145.0,,,,,,
 Corsa,2018.0,8995,Manual,7786,Petrol,145.0,55.4,1.4,vauxhall,,,,,,,
 Focus,2017.0," £11,000",Manual,,,,,,unclean focus,,Petrol,1,"23,500",,,/ad/25457503
 Mondeo,2020.0,24979,Automatic,2213,Hybrid,135.0,47.9,2.0,ford,,,,,,,
 M4,2020.0,51402,Semi-Auto,101,Petrol,145.0,34.0,3.0,bmw,,,,,,,
 Aygo,2019.0,9999,Manual,20,Petrol,145.0,57.7,1.0,toyota,,,,,,,
 X5,2019.0,48990,Semi-Auto,6439,Diesel,145.0,37.7,3.0,bmw,,,,,,,
 Polo,2017.0,11495,Manual,12638,Petrol,145.0,60.1,1.2,vw,,,,,,,
 A Class,2020.0,27791,Semi-Auto,4158,Diesel,145.0,65.7,1.5,merc,,,,,,,
 1 Series,2019.0,18995,Semi-Auto,5268,Diesel,145.0,68.9,1.5,bmw,,,,,,,
 Auris,2017.0,9998,Manual,21138,Diesel,20.0,67.3,1.6,toyota,,,,,,,
 Aygo,2016.0,7495,Manual,34136,Petrol,0.0,69.0,1.0,toyota,,,,,,,
 Focus,2017.0," £11,795",Manual,"30,564",,,,,unclean focus,,,£145,58.9,Petrol,1,/ad/25429175
 C Class,2015.0,11400,Manual,25698,Diesel,20.0,72.4,1.6,merc,,,,,,,
 Focus,2017.0," £17,998",Manual,"16,001",,,,,unclean focus,,26,£145  ,67.3,Diesel,2,/ad/25178601
 Fiesta,2017.0,8600,Manual,18850,Petrol,0.0,65.7,1.0,ford,,,,,,,
